                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.57308,                 0.4245,                 1.1774,                0.99303,                0.94118,                 0.9875,                 0.8017,                0.76245,                0.48193,                 1.4432,              0.0061637,              0.0061637,              0.0061637
                    157,                0.58439,                0.42372,                 1.1789,                0.99507,                0.94118,                0.94789,                0.83215,                0.69753,                0.47152,                 1.3252,               0.006139,               0.006139,               0.006139
                    158,                0.56239,                0.42756,                 1.1843,                  0.986,                0.94118,                0.95302,                0.83343,                0.61353,                0.45774,                 1.2994,              0.0061142,              0.0061142,              0.0061142
                    159,                0.55571,                0.42586,                  1.184,                      1,                0.99914,                  0.995,                  0.845,                0.62225,                0.36335,                 1.3105,              0.0060895,              0.0060895,              0.0060895
                    160,                0.56815,                0.42527,                 1.1975,                0.99151,                0.94118,                0.97333,                0.81864,                 0.6646,                0.52388,                 1.3264,              0.0060647,              0.0060647,              0.0060647
                    161,                 0.5824,                 0.4568,                 1.2177,                      1,                0.99593,                  0.995,                0.81359,                0.64701,                 0.3996,                 1.3586,                0.00604,                0.00604,                0.00604
                    162,                0.58074,                0.45045,                 1.1757,                0.96349,                0.88235,                  0.967,                0.76848,                0.74843,                0.53428,                 1.4328,              0.0060152,              0.0060152,              0.0060152
                    163,                0.58564,                0.45196,                 1.2107,                0.99638,                      1,                  0.995,                0.82732,                0.67262,                0.50585,                 1.3016,              0.0059905,              0.0059905,              0.0059905
                    164,                0.55548,                0.40642,                 1.1707,                      1,                0.99772,                  0.995,                0.85082,                0.61221,                 0.3977,                 1.2809,              0.0059658,              0.0059658,              0.0059658
                    165,                0.54699,                0.40498,                 1.1645,                0.99755,                      1,                  0.995,                0.84051,                0.66411,                0.39711,                 1.3151,               0.005941,               0.005941,               0.005941
                    166,                0.54924,                0.43269,                 1.1622,                0.99596,                      1,                  0.995,                0.86059,                0.66751,                0.37201,                 1.3528,              0.0059163,              0.0059163,              0.0059163
                    167,                0.55296,                 0.4165,                 1.1941,                 0.9956,                      1,                  0.995,                0.84538,                0.62228,                0.41848,                 1.2978,              0.0058915,              0.0058915,              0.0058915
                    168,                0.53879,                0.42425,                  1.137,                      1,                0.99725,                  0.995,                0.84808,                0.66623,                0.36424,                 1.3535,              0.0058668,              0.0058668,              0.0058668
                    169,                 0.5453,                0.41911,                 1.1448,                0.99656,                0.94118,                0.99222,                0.85148,                0.64278,                0.39413,                 1.3007,               0.005842,               0.005842,               0.005842
                    170,                 0.5327,                0.41649,                 1.1572,                 0.9961,                0.94118,                0.95871,                0.81802,                0.66417,                0.46665,                 1.3116,              0.0058173,              0.0058173,              0.0058173
                    171,                0.55251,                0.42927,                 1.1549,                      1,                 0.9965,                  0.995,                0.81868,                0.66075,                0.37065,                 1.3534,              0.0057925,              0.0057925,              0.0057925
                    172,                0.51811,                0.41941,                 1.1327,                0.99596,                0.94118,                 0.9875,                0.82503,                0.63975,                0.41582,                 1.2831,              0.0057678,              0.0057678,              0.0057678
                    173,                0.55134,                0.43291,                 1.1827,                      1,                0.99652,                  0.995,                0.83361,                0.67414,                0.38525,                 1.3501,               0.005743,               0.005743,               0.005743
                    174,                0.55719,                0.42293,                 1.1561,                  0.999,                      1,                  0.995,                0.81732,                0.66257,                0.37429,                 1.3583,              0.0057183,              0.0057183,              0.0057183
                    175,                0.54108,                0.41397,                 1.1659,                0.99127,                0.94118,                0.98974,                0.82995,                 0.7081,                0.41107,                 1.4172,              0.0056935,              0.0056935,              0.0056935
                    176,                0.53955,                 0.3991,                 1.1562,                0.97893,                0.94118,                0.98548,                0.83454,                0.65929,                0.40095,                  1.392,              0.0056688,              0.0056688,              0.0056688
                    177,                0.54664,                0.42787,                 1.1874,                0.98258,                0.94118,                0.98364,                0.84528,                0.62497,                0.40759,                 1.3017,               0.005644,               0.005644,               0.005644
                    178,                0.53753,                0.40459,                 1.1518,                0.99065,                0.94118,                0.94608,                0.79138,                0.79822,                0.52714,                  1.597,              0.0056193,              0.0056193,              0.0056193
                    179,                0.53859,                0.40371,                 1.1486,                 0.9927,                0.94118,                0.94727,                0.81297,                0.70617,                0.54999,                 1.4664,              0.0055945,              0.0055945,              0.0055945
                    180,                0.56559,                0.41216,                 1.1608,                      1,                      1,                  0.995,                0.80509,                0.66423,                0.37881,                 1.3391,              0.0055698,              0.0055698,              0.0055698
                    181,                 0.5368,                0.39281,                 1.1581,                0.99799,                      1,                  0.995,                0.85172,                 0.6737,                 0.3795,                 1.3209,               0.005545,               0.005545,               0.005545
                    182,                0.52677,                0.39076,                 1.1432,                      1,                0.99978,                  0.995,                0.82406,                0.70912,                0.35988,                 1.3567,              0.0055202,              0.0055202,              0.0055202
                    183,                0.52097,                 0.3917,                 1.1368,                0.99637,                0.94118,                0.98042,                0.84862,                0.61339,                 0.3644,                  1.299,              0.0054955,              0.0054955,              0.0054955
                    184,                0.52765,                0.39427,                 1.1418,                0.99627,                0.94118,                0.96524,                0.84041,                0.67445,                  0.399,                  1.367,              0.0054707,              0.0054707,              0.0054707
                    185,                0.50975,                0.38518,                  1.127,                0.99504,                0.94118,                0.96929,                0.83623,                0.67337,                0.42589,                  1.336,               0.005446,               0.005446,               0.005446
                    186,                0.52318,                0.40557,                  1.134,                0.99922,                0.94118,                0.98974,                 0.8147,                0.63374,                0.37826,                 1.2978,              0.0054212,              0.0054212,              0.0054212
                    187,                0.54755,                0.41583,                 1.1355,                      1,                0.93481,                  0.979,                0.78608,                0.73514,                0.45956,                 1.4071,              0.0053965,              0.0053965,              0.0053965
                    188,                0.53121,                0.39679,                 1.1314,                0.92079,                0.88235,                0.90247,                0.72902,                0.80838,                0.67576,                 1.3971,              0.0053717,              0.0053717,              0.0053717
                    189,                0.53006,                0.41244,                 1.1405,                0.99678,                0.94118,                0.97769,                0.82021,                0.69462,                0.45804,                 1.3159,               0.005347,               0.005347,               0.005347
                    190,                0.50756,                 0.3838,                 1.1253,                0.99877,                0.94118,                0.99222,                0.84429,                0.65286,                0.38935,                 1.3281,              0.0053223,              0.0053223,              0.0053223
                    191,                 0.5096,                0.40489,                 1.1059,                0.99551,                0.94118,                0.99222,                0.85621,                0.63327,                0.36254,                 1.3107,              0.0052975,              0.0052975,              0.0052975
                    192,                0.50474,                0.37723,                 1.1265,                      1,                0.99856,                  0.995,                0.84786,                0.67737,                0.37684,                 1.3847,              0.0052727,              0.0052727,              0.0052727
                    193,                0.51968,                0.39121,                 1.1415,                      1,                0.99546,                  0.995,                0.83104,                0.69397,                0.36962,                 1.4079,               0.005248,               0.005248,               0.005248
                    194,                0.52051,                0.39089,                 1.1518,                      1,                0.99572,                  0.995,                0.81957,                0.70077,                0.43504,                 1.3828,              0.0052233,              0.0052233,              0.0052233
                    195,                0.52466,                0.38448,                 1.1657,                0.99613,                0.94118,                 0.9875,                0.83513,                0.67235,                0.40697,                 1.3986,              0.0051985,              0.0051985,              0.0051985
                    196,                0.53139,                0.39331,                 1.1354,                0.99553,                0.94118,                  0.953,                0.83096,                0.71627,                 0.5119,                 1.4544,              0.0051737,              0.0051737,              0.0051737
                    197,                0.49864,                0.36788,                 1.1065,                0.99592,                0.94118,                 0.9503,                0.83553,                0.60358,                 0.3268,                 1.3091,               0.005149,               0.005149,               0.005149
                    198,                0.53573,                0.39076,                 1.1393,                0.99483,                0.94118,                0.99222,                0.85341,                0.67465,                0.36772,                 1.3513,              0.0051243,              0.0051243,              0.0051243
                    199,                0.54483,                0.37901,                   1.15,                      1,                0.99697,                  0.995,                0.80972,                 0.6476,                0.35035,                 1.3268,              0.0050995,              0.0050995,              0.0050995
                    200,                0.50236,                0.37536,                   1.13,                0.99567,                0.94118,                 0.9875,                 0.8383,                0.68332,                0.38854,                 1.3332,              0.0050747,              0.0050747,              0.0050747
                    201,                0.53593,                 0.3902,                 1.1646,                0.98749,                0.94118,                 0.9875,                0.80768,                0.73053,                0.43517,                 1.3319,                0.00505,                0.00505,                0.00505
                    202,                0.53117,                0.39531,                 1.1446,                0.99393,                0.94118,                0.98974,                0.82008,                0.61164,                0.38752,                 1.2345,              0.0050253,              0.0050253,              0.0050253
                    203,                0.52043,                0.38425,                 1.1383,                0.99598,                0.94118,                0.99222,                0.84924,                0.67647,                0.40646,                 1.3131,              0.0050005,              0.0050005,              0.0050005
                    204,                0.52177,                0.40339,                 1.1389,                0.99652,                0.94118,                0.97536,                0.83211,                0.70084,                0.38993,                 1.3389,              0.0049758,              0.0049758,              0.0049758
                    205,                0.49983,                0.38026,                 1.1198,                0.99656,                0.94118,                0.95907,                0.83357,                 0.6482,                0.37463,                 1.3552,               0.004951,               0.004951,               0.004951
                    206,                0.50484,                0.36645,                 1.1083,                0.99156,                0.88235,                0.95296,                0.78825,                0.75044,                0.48908,                  1.401,              0.0049263,              0.0049263,              0.0049263
                    207,                0.51512,                0.38529,                 1.1261,                0.99573,                0.94118,                0.99222,                0.83187,                0.64781,                0.45165,                 1.3331,              0.0049015,              0.0049015,              0.0049015
                    208,                0.47658,                0.36832,                  1.085,                0.99627,                0.94118,                0.97769,                 0.8509,                0.64312,                0.34118,                  1.289,              0.0048768,              0.0048768,              0.0048768
                    209,                0.46761,                0.36243,                 1.1054,                0.99407,                0.94118,                0.95259,                0.82124,                0.66145,                0.41453,                 1.3618,               0.004852,               0.004852,               0.004852
                    210,                0.49872,                0.38029,                 1.1105,                 0.9958,                0.94118,                0.95376,                0.80836,                0.68647,                0.45146,                 1.3438,              0.0048272,              0.0048272,              0.0048272
                    211,                0.48945,                0.36803,                 1.1019,                0.99607,                0.94118,                0.95387,                0.78584,                0.73228,                0.45798,                 1.3581,              0.0048025,              0.0048025,              0.0048025
                    212,                0.48407,                  0.355,                 1.1034,                0.99475,                0.94118,                0.97431,                0.81084,                0.65729,                0.41228,                 1.3316,              0.0047778,              0.0047778,              0.0047778
                    213,                0.47976,                0.36847,                 1.0962,                0.99575,                0.94118,                0.98974,                0.79323,                0.73359,                 0.4248,                 1.3761,               0.004753,               0.004753,               0.004753
                    214,                0.48061,                0.36911,                 1.1115,                0.99374,                0.94118,                0.95649,                0.82078,                 0.6131,                0.38533,                 1.2787,              0.0047283,              0.0047283,              0.0047283
                    215,                0.46385,                0.35178,                 1.0793,                0.99594,                0.94118,                0.98974,                0.83471,                0.62043,                0.34545,                 1.3103,              0.0047035,              0.0047035,              0.0047035
                    216,                0.46996,                0.36151,                 1.0952,                0.99613,                0.94118,                 0.9552,                0.85226,                0.59053,                0.37675,                 1.2182,              0.0046788,              0.0046788,              0.0046788
                    217,                0.47088,                0.36426,                 1.0958,                0.99637,                0.94118,                0.98974,                 0.8625,                0.62211,                0.33238,                 1.3062,               0.004654,               0.004654,               0.004654
                    218,                0.46834,                0.34879,                 1.0836,                      1,                 0.9964,                  0.995,                0.81832,                0.66378,                0.35929,                 1.3709,              0.0046293,              0.0046293,              0.0046293
                    219,                0.44846,                0.35625,                 1.0815,                0.99608,                0.94118,                0.96679,                 0.8075,                0.63113,                0.41859,                 1.3112,              0.0046045,              0.0046045,              0.0046045
                    220,                0.45137,                0.35228,                  1.071,                0.99649,                0.94118,                0.97648,                0.83659,                0.62859,                  0.357,                 1.2761,              0.0045798,              0.0045798,              0.0045798
                    221,                0.48744,                0.37865,                 1.1109,                0.99662,                0.94118,                 0.9875,                0.85519,                0.61626,                0.30915,                  1.277,               0.004555,               0.004555,               0.004555
                    222,                0.48463,                0.36902,                 1.1032,                      1,                 0.9966,                  0.995,                0.83075,                0.65825,                0.35069,                 1.3125,              0.0045303,              0.0045303,              0.0045303
                    223,                0.46649,                0.35928,                 1.0873,                      1,                0.99641,                  0.995,                0.82397,                0.67525,                0.36767,                 1.2873,              0.0045055,              0.0045055,              0.0045055
                    224,                0.45624,                0.36083,                 1.0957,                      1,                 0.9965,                  0.995,                0.84194,                0.70776,                 0.3659,                 1.2983,              0.0044808,              0.0044808,              0.0044808
                    225,                0.47886,                0.36423,                 1.0885,                0.99583,                0.94118,                0.96797,                0.81786,                0.66647,                0.38067,                  1.286,               0.004456,               0.004456,               0.004456
                    226,                0.44857,                 0.3414,                 1.0852,                0.99637,                0.94118,                0.98548,                0.82712,                 0.6693,                0.38675,                 1.2935,              0.0044313,              0.0044313,              0.0044313
                    227,                 0.4538,                0.34462,                 1.0777,                0.99664,                0.94118,                0.98974,                0.83765,                0.67512,                0.37361,                 1.3097,              0.0044065,              0.0044065,              0.0044065
                    228,                0.47898,                0.36031,                 1.0859,                0.99636,                0.94118,                0.94964,                0.82768,                0.57821,                0.32674,                 1.2462,              0.0043818,              0.0043818,              0.0043818
                    229,                0.46674,                0.34897,                 1.0863,                0.99553,                0.94118,                0.95488,                0.81967,                0.57576,                0.37096,                 1.2451,               0.004357,               0.004357,               0.004357
                    230,                0.46431,                0.34882,                 1.0837,                0.99066,                0.94118,                0.96477,                0.83633,                 0.6351,                0.41065,                 1.3187,              0.0043323,              0.0043323,              0.0043323
                    231,                0.47258,                0.35635,                 1.0817,                0.99631,                0.94118,                0.98548,                0.81893,                0.65219,                0.33408,                 1.3376,              0.0043075,              0.0043075,              0.0043075
                    232,                0.47928,                0.35938,                 1.0856,                0.99645,                0.94118,                0.98042,                 0.8445,                0.61723,                0.38288,                 1.2824,              0.0042828,              0.0042828,              0.0042828
                    233,                0.44328,                0.34911,                 1.0636,                0.98746,                0.94118,                0.98548,                0.81403,                0.64204,                 0.4141,                 1.3144,               0.004258,               0.004258,               0.004258
                    234,                 0.4891,                0.37086,                 1.1058,                      1,                0.99613,                  0.995,                0.83354,                0.62539,                0.34829,                 1.2491,              0.0042333,              0.0042333,              0.0042333
                    235,                0.46516,                0.35501,                 1.0756,                0.99519,                0.94118,                0.98974,                0.82856,                  0.646,                0.33285,                 1.2669,              0.0042085,              0.0042085,              0.0042085
                    236,                0.44363,                0.33949,                 1.0634,                      1,                0.99678,                  0.995,                0.83294,                0.66825,                 0.3238,                 1.3018,              0.0041837,              0.0041837,              0.0041837
                    237,                 0.4465,                0.34262,                 1.0606,                      1,                0.99978,                  0.995,                0.85863,                0.59106,                0.31589,                 1.2048,               0.004159,               0.004159,               0.004159
                    238,                0.45666,                0.33701,                 1.0639,                0.99949,                      1,                  0.995,                0.84432,                0.57911,                0.34344,                 1.2317,              0.0041342,              0.0041342,              0.0041342
                    239,                0.44688,                0.33711,                 1.0594,                0.99937,                      1,                  0.995,                0.87313,                0.61006,                0.33365,                 1.2785,              0.0041095,              0.0041095,              0.0041095
                    240,                0.47177,                0.34544,                   1.08,                      1,                0.99732,                  0.995,                0.87227,                0.64065,                0.32346,                 1.3426,              0.0040847,              0.0040847,              0.0040847
                    241,                 0.4372,                0.34315,                 1.0369,                0.99645,                0.94118,                0.97648,                 0.8124,                0.66612,                0.36855,                 1.3824,                0.00406,                0.00406,                0.00406
                    242,                0.43414,                0.34122,                 1.0567,                0.99637,                0.94118,                0.96797,                0.82565,                0.65116,                0.38652,                 1.3263,              0.0040352,              0.0040352,              0.0040352
                    243,                0.45045,                0.35438,                 1.0954,                0.99512,                0.94118,                  0.962,                0.82289,                0.63395,                0.41556,                 1.3049,              0.0040105,              0.0040105,              0.0040105
                    244,                0.45389,                0.34708,                 1.0684,                0.99624,                0.94118,                0.94861,                0.84107,                0.59292,                0.35766,                 1.2866,              0.0039857,              0.0039857,              0.0039857
                    245,                0.42812,                0.34393,                  1.059,                 0.9915,                0.94118,                0.98364,                0.84705,                0.60547,                0.37401,                 1.2824,               0.003961,               0.003961,               0.003961
                    246,                0.42723,                0.34507,                 1.0531,                0.99342,                0.94118,                0.98548,                0.83726,                0.62139,                0.36846,                 1.2749,              0.0039362,              0.0039362,              0.0039362
                    247,                0.44849,                0.34139,                 1.0775,                 0.9956,                0.94118,                0.94886,                0.82272,                0.67026,                0.46205,                 1.3417,              0.0039115,              0.0039115,              0.0039115
                    248,                0.40941,                0.31859,                 1.0365,                 0.9966,                0.94118,                0.98548,                0.81368,                0.66025,                0.38757,                 1.3584,              0.0038867,              0.0038867,              0.0038867
                    249,                0.44234,                0.34359,                 1.0541,                      1,                0.99643,                  0.995,                0.82973,                0.66493,                0.34518,                 1.3455,               0.003862,               0.003862,               0.003862
                    250,                0.44438,                0.34562,                 1.0553,                0.99957,                      1,                  0.995,                0.85151,                0.63884,                0.32096,                 1.2918,              0.0038372,              0.0038372,              0.0038372
                    251,                0.46608,                0.35675,                 1.0911,                      1,                0.99733,                  0.995,                0.84743,                0.62067,                0.31723,                 1.3008,              0.0038125,              0.0038125,              0.0038125
                    252,                0.42715,                0.33144,                   1.05,                      1,                0.99697,                  0.995,                0.85292,                0.63054,                0.33563,                 1.2983,              0.0037878,              0.0037878,              0.0037878
                    253,                0.42083,                0.32392,                 1.0469,                      1,                0.99646,                  0.995,                0.82087,                0.64837,                 0.3512,                 1.3009,               0.003763,               0.003763,               0.003763
                    254,                0.42988,                0.33661,                 1.0621,                      1,                0.99665,                  0.995,                0.83879,                0.65418,                0.32646,                 1.3321,              0.0037383,              0.0037383,              0.0037383
                    255,                0.43852,                0.33112,                  1.054,                      1,                0.99677,                  0.995,                 0.8569,                0.64781,                0.37813,                 1.3219,              0.0037135,              0.0037135,              0.0037135
                    256,                0.41872,                0.32488,                 1.0438,                      1,                0.99649,                  0.995,                0.85425,                0.64425,                0.32099,                 1.3529,              0.0036888,              0.0036888,              0.0036888
                    257,                0.43277,                0.32205,                 1.0532,                0.99662,                0.94118,                0.98196,                0.83762,                 0.6681,                 0.3611,                 1.3647,               0.003664,               0.003664,               0.003664
                    258,                0.41198,                0.33681,                 1.0421,                0.99681,                0.94118,                0.98042,                0.82731,                0.65438,                0.38666,                 1.3156,              0.0036393,              0.0036393,              0.0036393
                    259,                0.44379,                0.34459,                 1.0756,                0.99663,                0.94118,                0.96271,                0.82991,                0.66692,                0.41275,                 1.3299,              0.0036145,              0.0036145,              0.0036145
                    260,                0.44779,                 0.3388,                 1.0598,                0.99672,                0.94118,                0.97156,                0.82331,                0.62846,                0.37531,                 1.2587,              0.0035898,              0.0035898,              0.0035898
                    261,                0.44274,                0.33146,                 1.0592,                 0.9964,                0.94118,                0.99222,                0.84694,                0.61974,                0.33477,                 1.2538,               0.003565,               0.003565,               0.003565
                    262,                0.44629,                 0.3343,                 1.0719,                0.99607,                0.94118,                0.98042,                0.83347,                0.60494,                0.33757,                 1.2487,              0.0035403,              0.0035403,              0.0035403
                    263,                0.45059,                0.33011,                 1.0606,                0.99047,                0.94118,                0.97156,                0.85074,                0.59224,                 0.3639,                 1.2525,              0.0035155,              0.0035155,              0.0035155
                    264,                0.42642,                0.33088,                 1.0749,                0.99189,                0.94118,                0.98042,                0.87263,                0.59702,                0.35339,                 1.2429,              0.0034908,              0.0034908,              0.0034908
                    265,                0.43327,                0.32695,                 1.0587,                0.99423,                0.94118,                0.98196,                0.83651,                0.61844,                0.35687,                 1.2668,               0.003466,               0.003466,               0.003466
                    266,                 0.4016,                0.31934,                 1.0332,                0.99633,                0.94118,                0.99222,                0.85608,                0.61955,                0.32937,                 1.2815,              0.0034413,              0.0034413,              0.0034413
                    267,                 0.3913,                0.30521,                 1.0185,                0.99901,                      1,                  0.995,                0.85323,                0.62285,                0.35641,                 1.2739,              0.0034165,              0.0034165,              0.0034165
                    268,                0.43832,                0.32771,                 1.0578,                      1,                0.99584,                  0.995,                0.83116,                0.63511,                0.34955,                 1.3368,              0.0033918,              0.0033918,              0.0033918
                    269,                0.42135,                0.31767,                 1.0462,                      1,                0.99756,                  0.995,                0.85502,                0.65375,                0.34875,                 1.3378,               0.003367,               0.003367,               0.003367
                    270,                 0.4229,                0.32674,                 1.0623,                      1,                0.99743,                  0.995,                0.84086,                0.62688,                0.33998,                 1.2719,              0.0033423,              0.0033423,              0.0033423
                    271,                0.40897,                0.32688,                 1.0471,                0.99656,                0.94118,                0.95148,                 0.8161,                0.63822,                0.36414,                 1.3144,              0.0033175,              0.0033175,              0.0033175
                    272,                0.40214,                0.31006,                 1.0229,                 0.9965,                0.94118,                  0.953,                0.83422,                0.65197,                0.42549,                 1.3167,              0.0032928,              0.0032928,              0.0032928
                    273,                0.41107,                0.31495,                 1.0392,                0.99651,                0.94118,                 0.9875,                0.84875,                0.61672,                0.35691,                 1.2744,               0.003268,               0.003268,               0.003268
                    274,                0.41579,                0.32184,                 1.0468,                0.99642,                0.94118,                0.98974,                0.86901,                0.61515,                0.33669,                 1.2722,              0.0032433,              0.0032433,              0.0032433
                    275,                0.38941,                0.30192,                 1.0129,                 0.9964,                0.94118,                0.98974,                 0.8532,                0.63725,                0.34685,                 1.2752,              0.0032185,              0.0032185,              0.0032185
                    276,                0.39515,                0.29865,                 1.0268,                0.99654,                0.94118,                0.95387,                0.82744,                0.64856,                0.38015,                 1.3196,              0.0031938,              0.0031938,              0.0031938
                    277,                0.41482,                0.33044,                 1.0319,                0.99634,                0.94118,                0.95449,                0.83156,                0.63245,                0.35077,                 1.2841,               0.003169,               0.003169,               0.003169
                    278,                0.40211,                0.32102,                 1.0277,                0.99678,                0.94118,                 0.9518,                0.80947,                0.69116,                0.44056,                 1.3269,              0.0031443,              0.0031443,              0.0031443
                    279,                0.40759,                0.32062,                 1.0288,                0.99663,                0.94118,                0.95242,                0.81954,                  0.669,                 0.4876,                 1.3399,              0.0031195,              0.0031195,              0.0031195
                    280,                0.40601,                0.31348,                  1.042,                0.99656,                0.94118,                0.95666,                0.85249,                0.67328,                0.56495,                 1.3275,              0.0030948,              0.0030948,              0.0030948
                    281,                0.37954,                0.30078,                  1.025,                 0.9973,                0.94118,                  0.962,                0.83761,                0.70877,                0.51021,                 1.3734,                0.00307,                0.00307,                0.00307
                    282,                0.40786,                0.30437,                 1.0311,                 0.9969,                0.94118,                0.95169,                0.78416,                0.72822,                0.49798,                 1.4059,              0.0030452,              0.0030452,              0.0030452
                    283,                0.36886,                0.29595,                 1.0065,                0.99568,                0.94118,                0.94846,                0.82667,                0.67057,                0.45787,                 1.3352,              0.0030205,              0.0030205,              0.0030205
                    284,                0.38622,                0.30355,                 1.0081,                0.99623,                0.94118,                0.94943,                0.81744,                 0.6804,                0.46945,                 1.3749,              0.0029957,              0.0029957,              0.0029957
                    285,                0.40541,                0.30564,                 1.0306,                0.99571,                0.94118,                0.95037,                0.83171,                0.65932,                0.41669,                 1.3418,               0.002971,               0.002971,               0.002971
                    286,                0.40134,                0.31776,                 1.0412,                0.99606,                0.94118,                0.95118,                0.81964,                0.63828,                0.38783,                 1.2928,              0.0029462,              0.0029462,              0.0029462
                    287,                0.38476,                0.30116,                  1.018,                 0.9953,                0.94118,                 0.9501,                0.82474,                0.63944,                0.40523,                 1.3543,              0.0029215,              0.0029215,              0.0029215
                    288,                0.37752,                0.29904,                 1.0124,                0.99649,                0.94118,                0.95216,                0.83936,                0.62234,                0.38562,                 1.3183,              0.0028967,              0.0028967,              0.0028967
                    289,                  0.421,                0.30507,                 1.0272,                0.99396,                0.94118,                0.97648,                0.86676,                0.61507,                0.34779,                  1.249,               0.002872,               0.002872,               0.002872
                    290,                 0.4166,                0.31035,                 1.0304,                0.99596,                0.94118,                0.96861,                0.83145,                0.67264,                0.38279,                 1.3155,              0.0028472,              0.0028472,              0.0028472
                    291,                0.42447,                0.34345,                 1.0573,                0.99669,                0.94118,                0.97431,                0.85768,                0.62482,                 0.3678,                 1.2494,              0.0028225,              0.0028225,              0.0028225
                    292,                0.39477,                0.30415,                 1.0205,                0.99544,                0.94118,                 0.9875,                0.83935,                0.64262,                0.33593,                 1.2655,              0.0027977,              0.0027977,              0.0027977
                    293,                0.38509,                0.29718,                 1.0163,                0.94439,                0.99901,                0.99222,                 0.8732,                0.58422,                0.29338,                 1.1967,               0.002773,               0.002773,               0.002773
                    294,                0.38916,                0.29458,                 1.0139,                      1,                0.99517,                  0.995,                0.84041,                 0.6428,                0.29988,                 1.2722,              0.0027482,              0.0027482,              0.0027482
                    295,                0.38799,                0.29919,                 1.0273,                      1,                0.99688,                  0.995,                0.84833,                 0.6233,                0.31751,                 1.2622,              0.0027235,              0.0027235,              0.0027235
                    296,                0.39336,                0.29735,                  1.015,                0.99673,                0.94118,                0.95775,                0.84163,                 0.6196,                0.41126,                 1.2847,              0.0026987,              0.0026987,              0.0026987
                    297,                0.38347,                0.29624,                 1.0083,                0.99677,                0.94118,                0.96355,                0.85673,                0.63055,                0.42983,                 1.2937,               0.002674,               0.002674,               0.002674
                    298,                0.39996,                0.31741,                  1.036,                0.99681,                0.94118,                0.96132,                0.84286,                0.64444,                 0.4185,                 1.2977,              0.0026492,              0.0026492,              0.0026492
                    299,                0.36393,                0.28749,                 1.0089,                0.99613,                0.94118,                0.95387,                0.82776,                0.63912,                0.37481,                 1.3138,              0.0026245,              0.0026245,              0.0026245
                    300,                0.38278,                0.29418,                0.99627,                0.99668,                0.94118,                0.95256,                0.83754,                0.60643,                0.37299,                 1.2684,              0.0025997,              0.0025997,              0.0025997
                    301,                0.39204,                0.29444,                 1.0309,                0.99656,                0.94118,                0.98974,                0.85667,                0.60524,                0.34884,                 1.2709,               0.002575,               0.002575,               0.002575
                    302,                0.39371,                0.31383,                 1.0337,                0.99658,                0.94118,                0.99222,                0.84373,                0.63605,                0.34604,                 1.2911,              0.0025503,              0.0025503,              0.0025503
                    303,                0.37319,                0.29648,                 1.0024,                0.99667,                0.94118,                0.98364,                0.85125,                0.64399,                0.37284,                 1.3237,              0.0025255,              0.0025255,              0.0025255
                    304,                0.38149,                 0.2976,                 1.0116,                0.99676,                0.94118,                0.98974,                0.83649,                0.63783,                0.35618,                 1.2898,              0.0025008,              0.0025008,              0.0025008
                    305,                0.39164,                0.29889,                 1.0082,                0.99673,                0.94118,                 0.9875,                0.86247,                0.60252,                0.35309,                 1.2423,               0.002476,               0.002476,               0.002476
                    306,                0.35432,                0.28045,                0.98943,                0.99676,                0.94118,                0.98364,                0.88751,                0.58455,                0.34407,                 1.2319,              0.0024513,              0.0024513,              0.0024513
                    307,                  0.385,                0.29816,                 1.0168,                      1,                0.99693,                  0.995,                0.86771,                0.56238,                0.30672,                 1.2031,              0.0024265,              0.0024265,              0.0024265
                    308,                0.37536,                 0.2982,                 1.0106,                      1,                0.99676,                  0.995,                0.86359,                0.59918,                0.30894,                  1.217,              0.0024018,              0.0024018,              0.0024018
                    309,                0.37688,                0.30436,                 1.0022,                0.99668,                0.94118,                0.95471,                0.85005,                0.58792,                0.34205,                 1.2121,               0.002377,               0.002377,               0.002377
                    310,                0.38452,                0.30451,                 1.0257,                0.99653,                0.94118,                0.95169,                0.81815,                0.59603,                 0.3657,                 1.2325,              0.0023523,              0.0023523,              0.0023523
                    311,                0.36759,                 0.2856,                 1.0099,                0.99658,                0.94118,                0.96104,                0.82144,                0.60662,                0.35798,                 1.2515,              0.0023275,              0.0023275,              0.0023275
                    312,                0.37433,                0.29274,                  1.009,                0.99637,                0.94118,                0.99222,                0.83807,                 0.6363,                 0.3527,                 1.2786,              0.0023028,              0.0023028,              0.0023028
                    313,                0.37326,                0.30038,                 1.0024,                 0.9958,                0.94118,                0.98974,                0.87155,                0.59689,                0.31279,                 1.2462,               0.002278,               0.002278,               0.002278
                    314,                0.35449,                0.29073,                 1.0035,                0.99242,                0.94118,                 0.9875,                0.84368,                0.61041,                0.31824,                 1.2966,              0.0022533,              0.0022533,              0.0022533
                    315,                0.36829,                0.28921,                 1.0122,                      1,                0.99509,                  0.995,                0.85718,                0.61954,                0.30597,                  1.287,              0.0022285,              0.0022285,              0.0022285
                    316,                0.37179,                0.29597,                 0.9945,                0.99655,                      1,                  0.995,                0.86997,                0.60281,                0.28232,                 1.2798,              0.0022038,              0.0022038,              0.0022038
